@relation 'prova-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute text string
@attribute classPol {0,4}

@data
' \'cause it\'s time to party',4
' m1 finally over',4
'  work -*ponders* departmental plan for reception how could we improve things brain is only thinking of carousels and flumps STRLAUGH help',4
'  your welcome',4
' lo que soy - demi lovato aka nighthawk or lemi dovato this song is so beautiful especially in spanish',4
'  anyonghaseyo what are you doing there',4
' followfriday   good tweeps',4
' has finished his exams today and now has summer to look forward too',4
' it\'s my birthday weekend',4
' rt  digtheearth  yay',4
'  thanks and you too have a goodnight',4
' shower then actually doing my hair cant wait to show it off',4
'  i heart rod too',4
' i love fuzzball as much as adam lambert URL',4
'  okay thanks for the info',4
' how kind thank you rt  follow these great people    say ',4
'  STRLAUGH im kinda getting addicted to twitter i really have to revise for tmws test but still im here on twitter',4
'     thank you for the rt you all rock',4
' today\'s facts swine flu\'s in the philippines and i got seasons 1-3 of skins marathon yeah',4
'  good morning 40 more minutes and its lunch dont time fly when your hungover hope your day is going well',4
'  aj rafael awesome musician famous on youtube covered your song the climb please watch it it\'s good URL',4
' in ulladulla with my beautiful cousins xo',4
' it\'s friday and haven\'t had a beer guess i will make up for that tomorrow',4
' new twitter',4
' surrogates trailer released looks good robots for the win URL',4
'  4eva STRLAUGH hey lauren what you up too shelley\'s twitter works people',4
'  whaddya want i\'ll blip it',4
' jaljeera the best a thirsty throat can get',4
' hey  thanks great show guys ginoandfran live > URL',4
' tgif',4
'  i bought you some gifts from griffith they aren\'t that great but i bought them cos i love you',4
' a guy said in india we need quantity not quality and i whispered fuck you poor guy',4
'  lol i usually take late breakfasts i am a semi nocturnal',4
'  hehe ok hope you come up with something call a friend or something what do you lustening to i\'m getting ready to go to',4
'  dave that looks beautiful well deserved too hope you have a great time',4
' i\'m thirsty i\'m going to take a drink waterr or juice tehe <33',4
'  obama speaks well but i believe cheney had it right',4
'  you were a brownie you were a girl scout cookie its heathers',4
' activated my new phone and transferred my contacts so im back in business also just painted my toes',4
'  okay sent',4
' thanks pookie',4
' feels very poorly a tweet from  may help yes that\'s a strong hint russell off to find my hot water bottle and cry xx',4
'   thank you darlings you are both the special people to recieve my 200th tweet congrats ;p x',4
'  to be released at the end of summer along with a tour booyah i am freakin\' seeing them again',4
'  hello i\'m a new tweeter and follower is it gurdy as in hurdy gurdy',4
'  yeah but its not psychical its something else i suppose thats just as good',4
'  i will only retweet if i can add that someone should bring justin richards along',4
' my dad is rocking the online world so so proud nice work cambrient and  on cybernurse URL',4
'  for sure hope it goes well and i look forward to a chance to attend in the future',4
' watching a movie',4
' in santa terrinha starting the day apanhando batatas have a nice day',4
'  stack  lol at both of you i\'m in love with 3 no wait 5 men i\'ve never met i just wanted to join in',4
' 3 weeks to thoses jonas brothers and demi lovato exited mucho',4
' to the beach we go hope it stays nice',4
'  yes and i will name him george',4
' yay we won 2-0 and i scored 1 goal',4
' i have no idea how this works STRLAUGH',4
' is liking his twitter theme holiday times',4
' rak is so peacful went to pray and then visit my aunt lunch was amazing need a lot of self control wen am here p time for karak p',4
' the 21st century breakdown album certainly has awesome songs and i like it',4
'  not as wrong as it may sound trying to figure out if she\'s pregnant or not',4
' have a gr8 day to all i am off & running for an early appointment all smiles',4
'  hey thanx for addin me how r ya',4
'  thanks ande we are happy with the purchase',4
'  i don\'t use voice either except rarely — is ll the largest \"text\" operator in the world no i\'m sure twitter beats sl there',4
'  wow another ena was born since the last time i checked there are 18 of us now',4
' woo hoo friday URL',4
'  hello burd welcome to twitter this is my main profile - the other one is for my on-again off-again feminism project',4
' bjtweetup --  with his tiny netbook  bigger or smaller than yours URL',4
'  sawers right now living in utrecht',4
'  that\'s not for me to decide',4
'  yeps lambert pekik like wayang cheenaa',4
' this is 10\% luck 20\% skill 15\% concentrated power of will 5\% pleasure 50\% pain and a hundred percent reason to remember the name',4
'  my b-day will be so sad it\'s the first day of rar but i\'m going to that cool club w/ frani and leo',4
' off to the airport 2 5 hours drive just in time to take the plane photography course with  &  there we go',4
'  ooh i hope everything goes tickety boo of course some of us think it should be spelt labour',4
'  the juice welcome to peterborough',4
' its freezzing outside had my guitar lesson and just got takeaway gonna go eat now',4
' rt   thanks for the follow friday i\'ll do mine in abit',4
' finally friday <*wallace>',4
'  heads heads heads btw the way its katiie',4
'  followfriday -',4
'  good morning sir i\'m goin running tomorrow be proud of me 5 miles is my goal',4
'  me too and i\'m not even chuffing dressed either',4
' ah nothing better than mac n cheese in the morning before work',4
' is in florence w00t',4
' well theres like only one guy in this world that is for real and not a lier and has the voice of an angle lol shut up jenni',4
' goin 2 schooll no sleep since 7am yesterday last day of school yay',4
'  STRLAUGH more like lil kim lmao jk i\'m driving to new mexico good morning btw',4
' wants to plurk plurk and plurk URL',4
' reading  \'s interview in soul bmx magazine interview awesome',4
'  she was born on 10th may 25 minutes before midnight so today she\'s 12 days old',4
' korrell is stil sleeping i feel to run up on her n make her cook me suttin 2 eat man b hun-ga-ree',4
'  i actually took all those pics with my iphone STRLAUGH <3',4
'  read mine mr mc mine\'s the best',4
' school out early running some errends then up to camp tip monday can\'t waitt',4
'  long weekends are the best',4
' it\'s extremely cold winter in australia why yes i do believe it is sweater weather',4
'  xmind is on this weekend',4
'   yeah heard a lot about pakistani food   will tell us more about it',4
' <3\'s moro lorenzo sports center what is fitness',4
'  just some who was a good friend but now is so fucking stupid i could just bloody hit her she pisses me off lol',4
'  not sure if this is really rp but just try to enjoy the recognition for your work and try not to let it do your head in',4
'  us in the gsuk community are hardcore about our site visiting',4
'  flewitt good luck and my friday message is don\'t worry be a happy tweet - ecademy URL',4
'  rock the jaljeera party',4
' shaundiviney still number 1 trending topic ohh i love him soo much 3 replies now woo hoo now 2 get one from andy & bradie STRLAUGH',4
'  such a nice foggy friday and then you scare the shit out of me as always thanks for humanityundersiege URL',4
'  erm white pants but with a pink cardi you saw me  i\'d love to if the rest don\'t mind u work ard here too',4
'  thanks for the ff',4
' today is the last day of school finally ima miss a lotta people but its not like its gonna be forever marty\'s comin over tomorrow',4
'  aj rafael awesome musician famous on youtube covered your song don\'t forget please watch it it\'s good URL',4
' rt   my cats like asparagus and green beans weirdthingsthatcatseat',4
'  fuck yeah tattoo',4
'  never been a whiskey man but something like that',4
'  ah i put my friends on line duty let\'s grab a lunch there when you get back',4
' always used to think cats eyes were very much like the little aliens in batteries not included',4
'  still waiting on &quotisorderly conduct 2\" c\'mon you know that\'d be great saw it at the drive-in years ago',4
' yoh just wrote some album songs hehe',4
' mcm tomorrow woo anyone who wants to meet up there just send an  my way',4
'  nope 21mp but there\'s a lot of blue sky either side of the building that will need filling in',4
'  im from queensland xx',4
'  its a complicated system; dont want to get an alert from it dept for trying to hack into their apps with scripts',4
'  this is sue sorry 4 the delay things r good here have u joined the nation yet URL',4
'  lix engineer is coming in the morning luckily i will be at my parents by then with their power shower',4
' im stoked on life right now and it has absolutely nothing to do with my x',4
'  aj rafael awesome musician famous on youtube covered your song the climb please watch it it\'s good URL',4
' voguetting right now',4
'  shoulders shoulders shoulders shoulders ahh cool hii',4
'  yes i\'ll bring them tonight i got the short i was feeling pretty daring x hence the tights lol',4
